9,5,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
4,2,1.0,0
2,1,1.0,0
0,0,1.0,0
2,1,1.0,0
2,0,1.0,0
2,1,1.0,0
4,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
8,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
6,0,1.0,0
0,0,1.0,0
8,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
4,0,1.0,0
6,0,1.0,0
0,0,1.0,0
0,0,1.0,0
2,0,1.0,0
0,0,1.0,0
2,0,1.0,0
2,0,1.0,0
0,0,1.0,0
11,10,0.2,1
194,194,0.00980392156862745,1
194,194,0.005025125628140704,1
193,193,0.00338409475465313,1
194,194,0.0025477707006369425,1
194,194,0.0020429009193054137,1
74,74,0.001899335232668566,1
131,131,0.0016891891891891893,1
131,131,0.001520912547528517,1
130,130,0.001384083044982699,1
130,130,0.0012698412698412698,1
131,131,0.0011723329425556857,1
130,130,0.0010893246187363835,1
131,131,0.0010167768174885613,1
58,58,0.0009876543209876543,1
99,99,0.0009416195856873823,1
98,98,0.0009000900090009,1
99,99,0.0008616975441619991,1
99,99,0.0008264462809917355,1
98,98,0.0007942811755361397,1
99,99,0.0007642338555598013,1
98,98,0.0007366482504604051,1
99,99,0.0007107320540156361,1
98,98,0.0006868131868131869,1
90,90,0.0006662225183211193,1
48,48,0.0006557377049180328,1
79,79,0.0006391818472355385,1
79,79,0.0006234413965087282,1
79,79,0.000608457560085184,1
79,79,0.0005941770647653001,1
79,79,0.0005805515239477503,1
79,79,0.0005675368898978433,1
79,79,0.0005550929780738274,1
79,79,0.0005431830526887561,1
79,79,0.0005317734645041213,1
79,79,0.0005208333333333333,1
80,80,0.0005102040816326531,1
79,79,0.0005001250312578145,1
34,34,0.0004959087527894868,1
66,66,0.00048792388387411563,1
66,66,0.0004801920768307323,1
67,67,0.0004725897920604915,1
66,66,0.00046533271288971617,1
66,66,0.00045829514207149406,1
66,66,0.0004514672686230248,1
66,66,0.00044483985765124553,1
66,66,0.00043840420868040335,1
1,0,1.0,0
2,2,1.0,0
2,2,1.0,0
2,1,1.0,0
4,1,1.0,0
2,1,1.0,0
2,1,1.0,0
4,1,1.0,0
6,1,1.0,0
4,0,1.0,0
2,0,1.0,0
2,0,1.0,0
6,0,1.0,0
2,0,1.0,0
2,0,1.0,0
6,0,1.0,0
0,0,1.0,0
4,0,1.0,0
0,0,1.0,0
4,0,1.0,0
4,0,1.0,0
0,0,1.0,0
4,0,1.0,0
0,0,1.0,0
30,29,0.0,1
193,193,0.0,1
194,194,0.0,1
194,194,0.0,1
193,193,0.0,1
195,195,0.0,1
66,66,0.0,1
131,131,0.0,1
130,130,0.0,1
131,131,0.0,1
130,130,0.0,1
131,131,0.0,1
130,130,0.0,1
131,131,0.0,1
55,55,0.0,1
99,99,0.0,1
99,99,0.0,1
99,99,0.0,1
99,99,0.0,1
98,98,0.0,1
99,99,0.0,1
99,99,0.0,1
